Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"22. Aug 2025 10:31:23",01K38N0XTDJBDGNPPSBHN6EAT9,01K38N0YMRBGSNQ3YWQCXFXTHQ,,https://www.gramo.no/kontakt#message-member-team,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"04. Jun 2025 10:15:10",01JWGZDW699MY8SG7YEZD8GTPF,01JWGZDWZTKRQTYX9YK41RGHB9,,https://minside.gramo.no/user,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"18. Nov 2025 06:59:27",,01KAAW4EYDV5G3D4W2M83F8MFT,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"12. Nov 2025 12:49:36",,01K9W1RXTC68M0F8T75CEB655N,,https://www.gramo.no/bedrift/priskalkulator,desktop,Annet,Annet,,,,,,,,
"23. Oct 2025 23:52:18",,01K89QSRYEMAAEFJZNBTJBS66Q,,https://www.gramo.no/kontakt,null,Annet,Annet,,,,,,,,
"19. May 2025 11:53:34",01JVM65ES80X3GA9KYCXQ38JNS,01JVM65FX1EHGGA6HJBCCT5ED8,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,Annet,Annet,,,,,,,,
"03. Nov 2025 20:39:02",,01K95Q1H8KRBKEZBYNK14BBVJA,,https://minside.gramo.no/profile,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"03. Oct 2025 00:43:49",01K6KRB94AK2TD501WW2VCZN62,01K6KRBABSXAETVBT0YRGR2TWM,,"https://www.gramo.no/medlemskap/bli-medlem, https://minside.gramo.no/user/profile-info/registrant-codes, https://minside.gramo.no/user/played-recordings",mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"30. Apr 2025 11:39:17",01JT37VDG75X847CPE5826KYJB,01JT37VDNJNQ8HAB6CPQGXNYD5,,https://musikkbruk.gramo.no/kontaktperson/endre,mobile,"Kontakte Gramo","Kontakte Gramo",,false,,,,,,
"10. Sep 2025 14:06:47",01K4SZ5GE4TKBQEXX5Y2SZVTG2,01K4SZ5HQE03YRX7CP0XAWNV8Z,,https://minside.gramo.no/register,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"13. May 2025 13:58:52",01JV4Z0MWYPHRCSB4Q5AVYJ32F,01JV4Z0NHY9XGJCHS993AQKZMC,,https://www.gramo.no/kontakt,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,,,,
"22. Nov 2025 10:27:13",,01KANHK1BBV9J9EDGKCRXHT2DF,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,,,,,,
"04. Nov 2025 21:02:06",,01K98AS6GY3FDFPYJ5SC5VNR8P,,https://minside.gramo.no/register,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg tar kontakt med Gramo",
"08. Jun 2025 20:16:22",01JX8GKRP72AQ791F61D808TCP,01JX8GKS4P2BV91VZES2HSGMNS,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"25. May 2025 17:47:40",01JW48W6Q4NHP72CEWQTKJ2RMV,01JW48W8RJW93E4WSN7AWYBH49,,https://www.gramo.no/,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg tar kontakt med Gramo","Hei, "
"25. Nov 2025 18:13:03",,01KAY3BPCQZVAB48FP7QQQ1P39,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,,,,
"14. May 2025 07:40:39",01JV6VHVF2YAN9BVJ8CCMRZ2TH,01JV6VHW7JJ5YSTJ5GRDC37BWY,,"https://minside.gramo.no/login, https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NDcyMDg4MTUsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiJhZjEyOTY5NS1jNTRlLTQ0NGMtOThkOC1mNDE4MWY3MWE5ZjUiLCJuYW1lIjoiVG9uamUgIEhvdmRlIiwibW9iaWxlIjoiKzQ3OTExNDM2ODciLCJhbHRlcm5hdGl2ZV9tb2JpbGUiOm51bGwsImVtYWlsIjoidG9uamVAdHlsZGVuLm5vIiwibG9jYWxlIjoibmIifSwidW5pcXVlX2lkZW50aWZpZXIiOiIwNTEwNWU4YTczYzc0NTAyYjc1NDllZjU2ZTMwMzJkOCJ9fQ.0_O0QzCh7SqDhfHWU6gW3lS5WNk9dlbGURZDgc1Md30",desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,,,,,,
"30. Apr 2025 05:27:08",01JT2JJF5FM2928DXTZTXWAGR3,01JT2JJF9EZAXTRPRTMW0HA9AC,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,"Bedrift utenfor musikkbransjen",,,,,
"28. Sep 2025 16:33:38",01K68JQ3T3D6F4GQXXR8KY2S07,01K68JQ4HWG3QW1WRTMQ6MH3FB,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"27. Oct 2025 13:24:17",,01K8JWT18F05MBSY9WG3G8DYGS,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*qkc1i2*_ga*Mzc0MzU1ODg5LjE3NjE1NzA3NzU.*_ga_F3XX7WCPBD*czE3NjE1NzA3NzQkbzEkZzAkdDE3NjE1NzA3NzQkajYwJGwwJGgw,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"02. Aug 2025 19:51:13",01K1P5C4KF2653YVE9WPN9K0WD,01K1P5C5NJJSGZ8N7CPPFQ3HRB,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"02. Aug 2025 10:39:56",01K1N5TYK57BYM3V3F6DHXYJ2D,01K1N5TZPF3Y9GX3ZD22EHD1QT,,https://www.gramo.no/kontakt,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,"Jeg dropper det",
"21. Nov 2025 08:59:56",,01KAGAGSNSDS1PWYQ4VZRFA4M7,,https://minside.gramo.no/login,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"29. Jul 2025 23:15:59",01K1C6G066PVF4E5V4KQZV715Z,01K1C6G12S935E3N1QMDKG7FK7,,https://www.gramo.no/logg-inn,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"09. May 2025 07:46:08",01JTT03AQ90VA6NWFHJ204Y4PF,01JTT03B3RWCM1RCBAZHJ6VYSK,,https://minside.gramo.no/user,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"06. Sep 2025 11:41:42",01K4FD58H21Q0T0EPYVM705V9T,01K4FD59K9TXVVJ8Y2QHJDNNYD,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"25. May 2025 16:57:18",01JW4603DC6YTC6Q42WX5V070X,01JW46049D8CPQPQF15H4JYNHN,,https://www.gramo.no/,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,,,,,,
"28. Jul 2025 10:55:07",01K18AP97H4TJQC473FWB244CH,01K18APAVNH2VEQQVQV5HYGB40,,https://www.gramo.no/medlemskap/bli-medlem,unknown,Annet,Annet,,,,,,,,
"20. Nov 2025 11:29:36",,01KAGGCT7WQTVR4VFPMS5B987F,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=CjwKCAiAlfvIBhA6EiwAcErpyTUhnk-M5znkhGKQO0CZCDU7ZSPWW39pEhLsXuuL98cXt7ixnjfeYRoC-PUQAvD_BwE,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"12. May 2025 06:18:03",01JV1J6BP38RWGYY7EZ4H21B9T,01JV1J6CC97FQB75W9B32PVZN7,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"16. Sep 2025 06:48:28",01K33AP228HF7KSEJ4DPTEYTW9,01K38MSBZ1H7E57QDHA17M7RP0,,https://minside.gramo.no/user/profile-info/personal,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"15. Sep 2025 20:22:32",01K57GKWH7JSXWZ2NB7ZP77EVM,01K57GKXVB932X7YH61E9KG7K2,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*1jufulk*_ga*MTE2OTM1NTk0Ni4xNzU3OTY3NDYx*_ga_F3XX7WCPBD*czE3NTc5Njc0NjAkbzEkZzEkdDE3NTc5Njc2NzEkajYwJGwwJGgw,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,"Musiker / Artist",,,,,
"11. Aug 2025 20:59:18",01K2DESBERYJ9JCCXMDSSWJPW9,01K2DESD1XYCEJHAJR5E484A7B,,https://www.gramo.no/logg-inn,mobile,Annet,Annet,,,,,,,,
"11. Nov 2025 10:46:17",,01K9S881SQGCQD3RA9B6QXPC6K,,https://minside.gramo.no/user,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"12. May 2025 12:19:23",01JV25H0GTP8MBB44M07K1QAC7,01JV25H16GMYDPK07H4GKJEDSJ,,https://www.gramo.no/kontakt#message-member-team,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,,,,,,
"03. Jun 2025 06:01:24",01JWT5E42HN522XRXWCNP60B29,01JWT5E4MT0H9R78YP7DQ9GE67,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"23. Oct 2025 11:56:57",,01K88ERVVFQ3D3PRDKF93ZWVRD,,https://minside.gramo.no/user/recording/c955522c-54ac-493d-922c-1020616e10d5,null,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"03. Sep 2025 17:23:36",01K489JNPXJ3E1147HHNZXSD5W,01K489JPQG2RRWJQ7P7F3SEHAX,,https://minside.gramo.no/user,unknown,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,,,,,,
"27. Oct 2025 17:58:34",,01K8KCMSQ19ZTKGM6Z5YRZTQRA,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,,,,,,
"30. Aug 2025 01:39:27",01JXDRW9FTAFETFN7CR9HKKNFR,01K3W968X6RTEESY9EPWF37W79,,https://www.gramo.no/logg-inn,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,Plateselskap,,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg dropper det","De nye sidene deres er ELENDIGE! Jeg gidder ikke å registrere mer hos dere, dette er bare irriterende. Utrolig dårlig!"
"01. May 2025 09:10:53",01JT5HBM4W4M3NMCE11E5918Z4,01JT5HBMA3WEZC6P3GBNSW2QKT,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"16. Jun 2025 10:23:52",01JXW47QH0EXDST4SVS71AS4RX,01JXW47R2GBTRAND1AZ1S058FG,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"25. Jul 2025 06:41:54",01K104ZSC8TAQFYP0X155JJZ46,01K104ZT9PZNMCWESAWBMMVDFZ,,https://musikkbruk.gramo.no/kontaktperson/endre,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"10. Jun 2025 19:48:46",01JRGN1HTFRTRZCP0D2XPHHAYA,01JXDP4N7C49DESY108EF53DX7,,https://minside.gramo.no/user,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"26. Oct 2025 09:55:11",,01K8FZ1YVVJXWQ4C8ZA332XFCV,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"15. Jun 2025 15:25:35",01JXT329V58KMHECTQYXH8SAXN,01JXT32ABV1GWCZXAKC4J40A6B,,https://www.gramo.no/,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"02. Oct 2025 19:19:08",01K6K3BH3HQ4YKM92W892X2RHW,01K6K3BJV1GVQ24Q8EC54C160M,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Musiker / Artist",,Annet,,,
"26. May 2025 07:21:52",01JVW2E77JXRXM697ZRQGEW7Y6,01JVW2E7ZFEPAE5VQ6SSTV7H3B,,https://minside.gramo.no/register,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,,,,,,
"21. Jun 2025 09:59:52",01JY8YS0D89Z69TTJBRGZJH6CK,01JY8YS1BJPVN2ZAH0FZ1PXCXF,,https://www.gramo.no/medlemskap/utbetalingskalkulator?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjwsNnCBhDRARIsAEzia4CX6o5LJTdIy-KGf9o-_KaqYNhdGOqgDgyy0IpBnldP3i4lF4W8cGYaApRCEALw_wcB,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"13. Jun 2025 23:33:55",01JXNT7TG2WV9H7Q3TNWK1M6WW,01JXNT7VJA869MD6ZQ0Q3YCDNM,,https://www.gramo.no/,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"28. Aug 2025 12:24:00",01K3R9Z8M2X2WKSKGCNJH59NRV,01K3R9Z9K6K1XK9CZFWXRTDT4D,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"23. May 2025 09:10:39",01JVY5BRV5R4KTVE8ZET0783AW,01JVY5BSHXT80FYS32V5MD8Y1C,,https://www.gramo.no/logg-inn,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"04. Sep 2025 12:15:47",01K3E2VXV8TT9RV8F8NS34ANHN,01K3E2VYRQJ1W2XEAPY68RW6SN,,https://www.gramo.no/,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,,,,
"05. Nov 2025 21:56:39",,01K9B08AE52DK9D9XMA2BQWBNW,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,false,,,,,,
"22. Aug 2025 00:09:34",01K37HM9T9SMZRKPCYCXMN12MM,01K37HMB6KP57VMHDPH6JJHRY2,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"02. Nov 2025 22:10:43",,01K939XA2HKVGNX6SM3RM7S360,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,Annet,,,,,
"30. Sep 2025 08:32:25",01K6CVYXZPWVEV54GPMZ56ECJJ,01K6CVYZ3CMFDJ7TR4SJBVFB9S,,https://www.gramo.no/bedrift/gramo-for-bedrifter,mobile,Annet,Annet,,,,,,,,
"11. Oct 2025 10:19:12",01K79CEXT68EDC2035TCZCV9A6,01K79CEZ36P0ZSZ64G9651N6QD,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"25. Jul 2025 11:50:57",01K10PPGSVRF194BCD1KR5Z5NY,01K10PPJ2QS33F0B69A3H0WR2Z,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"28. Nov 2025 12:08:27",,01KB55SA0KXZGE9BQ8N4X0E7SD,,https://minside.gramo.no/login,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,false,,,,,,
"22. May 2025 17:23:10",01JVWG93SCH1APPHXKJ73ZMDY0,01JVWG94H4SW5E2H44TH7G6QHY,,https://www.gramo.no/,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"05. Oct 2025 14:51:39",01K6T92A6DBVQECBV5XFT5E79T,01K6T92AYY1VRVS8Y1W8A4W97S,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=Cj0KCQjwrojHBhDdARIsAJdEJ_e3DErv8F70QT4q7kzCKfw0nuDT18qqrY6v9s_Tg9f0rM2B4EhucKkaAjihEALw_wcB,tablet,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"12. May 2025 17:37:52",01JV2S4MGQ5QYGMKG2YET38KH2,01JV2S4N227ACNS3JBCWY16NZV,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"29. Jul 2025 00:53:33",01K19TNSFTCY2MNRMGG5VE68NN,01K19TNTKJEYKNJ2RB0THDRPSK,,https://www.gramo.no/medlemskap/isrc-kode,mobile,Annet,Annet,"Legge ut musikk",false,,,,,,
"14. May 2025 15:36:41",01JV7Q02FB67QAXCTHR8ZGAB00,01JV7Q03ABPBFHEN6B24TNC83T,,https://minside.gramo.no/login,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"27. Aug 2025 07:08:48",01K3N5AV5V650FKG4XE7B5NHE1,01K3N5AWD83KJZW3S390VNV3N8,,https://www.gramo.no/logg-inn,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"29. May 2025 14:51:28",01JWE8C4DVZ38JX6G2SE1JQEK7,01JWE8C52876RRGYPB9S7APYED,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-98868207,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"28. May 2025 12:25:21",01JWBDJ9FFJDCAZHSNNM6VKT78,01JWBDJAHMVKWB5PTBQT0BN37Z,,https://minside.gramo.no/user/discography/albums,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"17. Oct 2025 12:16:09",,01K7S0YMHQ78QSR43K6GBDS29T,,https://www.gramo.no/logg-inn,null,Annet,Annet,,,,,,,,
"11. Aug 2025 05:22:15",01K2BRNJ6WK8EWP44R14QYSSMJ,01K2BRNJP651RKR632VZQ2HJJ2,,https://www.gramo.no/,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"27. Jun 2025 10:43:18",01JYHRSMWDDRFV66DFQBYFC0M2,01JYHRSP3TZ43FSRGX7VB622SX,,https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NTEwMjEzNDMsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiJjOWY4NjI0Zi02YjA3LTQ1ZDAtYjE3OS01YmI2N2YxYzNmOTciLCJuYW1lIjoiSm9hY2ltIFN0eXZlIiwibW9iaWxlIjoiKzQ3OTA2MzcwOTkiLCJhbHRlcm5hdGl2ZV9tb2JpbGUiOm51bGwsImVtYWlsIjoiam9hY2ltc3R5dmVAZ21haWwuY29tIiwibG9jYWxlIjoibmIifSwidW5pcXVlX2lkZW50aWZpZXIiOiI0ZGEwNmM2NDZkY2I0NTc5OTUzNWMyNDQ0ZDM2MmIyNSJ9fQ.wQm7BPX0OHH8bCQxqNjBQwubPVqv619agQmVgZIB1O8,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"13. Sep 2025 10:00:20",01JQBVQSC3HA0WE3WS8GATXE5N,01K4W6ME4GFPZF62K5XBWMXVA0,,https://www.gramo.no/logg-inn,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"06. Aug 2025 10:22:18",01K1ZECVW54C82RKRMX51FFV69,01K1ZECWYW3QBZNPZSD2Y4NVHG,,https://minside.gramo.no/user,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"28. May 2025 15:38:41",01JWBRP0YPQV1RFEQGQDN6YDAC,01JWBRP1NQHS2TXKVMFHE0NJRC,,"https://minside.gramo.no/user/discography/release/new, https://minside.gramo.no/login",desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"12. Sep 2025 01:35:26",01K4XRX17YWWV77VCN92YV9V3H,01K4XRX1YF1Z3GZWYB4D197R7N,,https://www.gramo.no/kontakt#message-member-team,mobile,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"17. May 2025 15:37:50",01JVFE8NTH60DE9Q8M8SGGBMYV,01JVFE8PFMXTQ9616TS6ZYYY12,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"30. Nov 2025 10:50:02",,01KBA5X8PE6V0M6SX0J3NQB26T,,https://www.gramo.no/logg-inn,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"30. Jun 2025 17:53:21",01JYPPZ892TRN0NPYE14YFBR0S,01JYPPZA62A7EE0B2K34Z0B443,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"03. Nov 2025 14:31:50",,01K951TPN40AMGC8VB6Z4KR5ZD,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,Annet,"er ikke medlem","Ingen alternativ passer",
"11. Oct 2025 08:20:57",01K795G184X8EC5ZVNQHRAD2PA,01K795G1Z78VADP2KGQGNXT3SA,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"16. Jun 2025 13:59:57",01JXWGK5129JYQWGSHQJ5JS8TN,01JXWGK5EYGH849W2BAFZVDQDX,,https://www.gramo.no/,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"10. Aug 2025 11:23:14",01K29VEERGFQ8XX6KCSW3E0Q59,01K29VEWW3X88E8RKJCEWFX4AR,,https://minside.gramo.no/login,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"27. Jun 2025 09:01:17",01JYR9RZJR54PYBEDWZ8ZZBQ7N,01JYR9S0P7DP17HT09Y473V00V,,https://www.gramo.no/kontakt,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"29. Oct 2025 18:21:14",,01K8RK64S4YSGW3T4HGB2STJJF,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"01. Aug 2025 13:40:46",01K1JXS57T9KPC5JGBQ9VM40VS,01K1JXS5YE3VNTEBVYVM19QJGW,,https://www.gramo.no/,mobile,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Musiker / Artist som gir ut musikk selv",,"Innholdet hjalp meg ikke å forstå hva jeg skulle gjøre",,"Jeg dropper det",
"14. Nov 2025 18:19:58",,01KA1SFBF2AGP7D56FKMTCMCWA,,https://www.gramo.no/bedrift/priskalkulator,mobile,Annet,Annet,,,,,,,,
"28. Jun 2025 20:04:24",01JYW2758XGWAWECZET4K6QVK8,01JYW276CWCDYBYEJP6R378J8Y,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"10. Jun 2025 15:33:54",01JXD7JNA19JAYT0YAFRKE064D,01JXD7JP1VZ15ZM57X4V7FTJV1,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"02. Jul 2025 09:56:01",01JZ58ZFYAFMVJ3BMAG7S0SGJ7,01JZ58ZH4JT14ZWBG1FA0MKWWN,,https://minside.gramo.no/user,desktop,Annet,Annet,,,,,,,,
"10. Jun 2025 11:43:07",01JXCTBZQZPXY4GQP84610YTMW,01JXCTC0JC0H644E2JVXS9G3ZR,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"18. Oct 2025 14:48:03",,01K7VWHYXGXTNW95QPE5V69SQ4,,https://minside.gramo.no/login,null,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,,,,,,
"12. Sep 2025 14:45:43",01K4Z5NY55V16TRQJ3F6F9BA98,01K4Z5NYTWFC490ZKPWH32KHKR,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"23. Oct 2025 11:11:49",,01K88C86JKA8FT0X3QSBVPDFBB,,https://www.gramo.no/kontakt#message-member-team,null,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,,,,,,
